model_id,make,model,min_price,max_price,hold_amount,currency,warranty,warranty_duration,item_name
369,Infiniti,FX,525,525,500,AED,12,months,Standard
370,Infiniti,G,525,525,500,AED,12,months,Standard
371,Infiniti,G35,525,525,500,AED,12,months,Standard
372,Infiniti,G35 Coupe,525,525,500,AED,12,months,Standard
373,Infiniti,G37 Convertible,525,525,500,AED,12,months,Standard
374,Infiniti,G37 Coupe,525,525,500,AED,12,months,Standard
375,Infiniti,JX,525,525,500,AED,12,months,Standard
376,Infiniti,M,525,525,500,AED,12,months,Standard
377,Infiniti,Q30,470,470,447.6190476,AED,12,months,Standard
378,Infiniti,Q45,470,470,447.6190476,AED,12,months,Standard
379,Infiniti,Q50,470,470,447.6190476,AED,12,months,Standard
380,Infiniti,Q60 Convertible,470,470,447.6190476,AED,12,months,Standard
381,Infiniti,Q60 Coupe,470,470,447.6190476,AED,12,months,Standard
382,Infiniti,Q70,525,525,500,AED,12,months,Standard
383,Infiniti,QX30,635,635,604.7619048,AED,12,months,Standard
384,Infiniti,QX50,525,525,500,AED,12,months,Standard
385,Infiniti,QX56,735,735,700,AED,12,months,Standard
386,Infiniti,QX60,735,735,700,AED,12,months,Standard
387,Infiniti,QX70,525,525,500,AED,12,months,Standard
388,Infiniti,QX80,,,,AED,12,months,Standard
389,International,MXT,,,,AED,12,months,Standard
390,Isuzu,D-Max,,,,AED,12,months,Standard
391,Isuzu,D-Max Arctic Trucks AT35,,,,AED,12,months,Standard
392,Isuzu,MU-X,,,,AED,12,months,Standard
393,Isuzu,Trooper,,,,AED,12,months,Standard
394,JAC,J4,525,525,500,AED,12,months,Standard
395,JAC,J5,525,525,500,AED,12,months,Standard
396,JAC,J6,525,525,500,AED,12,months,Standard
397,JAC,M5 MPV,635,635,604.7619048,AED,12,months,Standard
398,JAC,S3 SUV,635,635,604.7619048,AED,12,months,Standard
399,Jaguar,E-Pace,,,,AED,12,months,Standard
400,Jaguar,F-Pace,,,,AED,12,months,Standard
401,Jaguar,F-Type,,,,AED,12,months,Standard
402,Jaguar,F-Type Coupe,,,,AED,12,months,Standard
403,Jaguar,F-Type SVR Convertible,,,,AED,12,months,Standard
404,Jaguar,F-Type SVR Coupe,,,,AED,12,months,Standard
405,Jaguar,S-Type,,,,AED,12,months,Standard
406,Jaguar,X-Type,,,,AED,12,months,Standard
407,Jaguar,XE,700,700,666.6666667,AED,12,months,Standard
408,Jaguar,XF,775,775,738.0952381,AED,12,months,Standard
409,Jaguar,XF Sportbrake,775,775,738.0952381,AED,12,months,Standard
410,Jaguar,XFR-S,,,,AED,12,months,Standard
411,Jaguar,XJ,700,700,666.6666667,AED,12,months,Standard
412,Jaguar,XK,775,775,738.0952381,AED,12,months,Standard
413,Jaguar,XK Convertible,775,775,738.0952381,AED,12,months,Standard
414,Jeep,Cherokee,635,635,604.7619048,AED,12,months,Standard
415,Jeep,Commander,635,635,604.7619048,AED,12,months,Standard
416,Jeep,Compass,635,635,604.7619048,AED,12,months,Standard
417,Jeep,Grand Cherokee,700,700,666.6666667,AED,12,months,Standard
418,Jeep,Grand Cherokee SRT,635,635,604.7619048,AED,12,months,Standard
419,Jeep,Patriot,635,635,604.7619048,AED,12,months,Standard
420,Jeep,Renegade,635,635,604.7619048,AED,12,months,Standard
